SA2_MAINCODE_2016,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20more_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20more_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20more_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20more_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20more_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20more_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20more_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20more_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20more_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20more_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20more_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20more_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20more_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20more_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20more_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20more_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20more_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20more_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20more_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20more_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20more_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20more_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20more_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20more_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20more_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20more_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20more_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20more_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20more_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20more_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20more_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20more_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20more_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20more_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20more_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20more_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20more_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20more_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20more_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20more_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
310031286,0,0,0,0,0,0,0,0,0,0,6,5,0,0,17,3,0,0,0,3,16,18,0,0,36,0,7,0,0,8,0,34,3,0,39,3,29,3,0,30,6,3,0,0,14,0,3,0,0,6,10,17,0,0,27,3,10,6,0,17,13,24,9,0,41,6,12,0,0,18,0,0,0,0,0,0,3,0,0,7,30,69,3,0,106,0,0,0,0,0,7,27,0,0,37,6,17,0,0,25,114,276,32,3,422,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,0,0,3,28,9,0,0,44,8,0,0,0,8,19,17,0,0,40,10,12,0,0,14,27,0,0,0,30,0,0,0,0,5,4,0,0,0,4,0,0,0,0,4,26,16,11,0,49,22,3,0,0,27,7,0,0,0,6,13,3,0,0,12,52,25,4,0,79,7,0,0,0,7,24,5,0,0,30
310031287,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,14,13,0,4,28,3,3,0,0,5,0,12,4,0,19,0,3,3,0,7,4,3,0,0,12,0,0,0,0,0,0,5,0,0,5,0,6,3,0,7,9,4,4,0,19,3,0,0,0,9,0,4,0,0,4,0,3,0,0,6,9,15,0,0,26,0,3,0,0,3,0,3,0,0,3,0,8,0,0,13,47,95,16,8,169,3,0,0,0,3,0,0,0,0,0,15,3,0,0,17,0,0,0,0,0,35,7,0,0,44,0,0,0,0,0,17,11,0,0,25,8,7,0,0,13,8,0,0,0,11,3,0,0,0,3,0,0,0,0,0,6,3,0,0,9,18,10,0,0,31,25,6,0,0,29,0,0,0,0,0,21,3,0,0,22,35,3,0,3,35,8,0,0,0,11,44,17,0,3,63
310031288,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,10,23,8,0,37,0,0,0,0,0,3,6,3,0,9,0,0,0,0,0,3,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,15,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,31,52,8,0,91,9,3,0,0,8,0,3,0,0,3,6,0,0,0,6,0,0,0,0,0,8,9,0,0,20,3,0,0,0,3,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,3,0,0,9,0,0,0,0,0,3,0,0,0,3,7,0,0,0,7,3,0,0,0,3,9,0,0,0,9
310031289,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,27,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,7,8,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,44,45,4,0,90,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,20,5,0,0,20,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,7,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,0,0,0,4,3,0,0,0,3,6,0,0,0,6
310031290,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,13,12,0,0,25,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,3,0,0,6,3,0,0,0,0,6,0,0,0,7,0,0,0,0,0,19,8,0,0,26,4,7,0,0,8,0,0,0,0,0,0,0,0,0,4,3,3,0,0,8,0,0,0,0,0,8,0,0,0,8,5,3,0,0,6,67,45,0,0,115,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,21,15,0,0,35,4,0,0,0,4,8,0,0,0,14,3,0,0,0,3,7,4,0,0,5,0,0,0,0,0,6,0,0,0,6,3,0,0,0,3,24,0,0,0,26,10,3,0,0,14,0,0,0,0,0,5,3,0,0,7,14,0,0,0,14,0,0,0,0,5,22,4,0,0,20
310031291,0,0,0,0,0,0,0,0,0,0,4,0,4,0,16,0,0,0,0,0,6,7,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,11,0,58,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,13,7,0,0,14,0,0,0,0,0,0,3,0,0,9,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,3,0,0,7,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,0,0,10
310031292,0,0,0,0,0,0,0,0,0,0,0,9,4,0,11,0,0,0,0,0,12,14,0,0,23,0,0,0,0,0,5,7,3,0,15,0,3,4,0,6,5,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,3,0,0,3,0,3,4,0,3,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,5,3,6,0,15,0,0,0,0,0,0,12,0,0,14,0,4,0,0,3,36,61,14,0,114,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,6,0,0,25,0,4,0,0,4,14,7,0,0,15,3,8,0,0,10,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,13,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,17,3,0,0,16,4,0,0,0,3,17,3,0,0,19
310031293,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,4,14,22,3,0,37,0,0,0,0,0,0,11,4,0,14,0,7,0,0,13,13,6,0,0,18,0,0,0,0,0,4,3,0,0,3,0,0,0,0,4,3,3,0,0,10,6,3,0,0,6,0,0,0,0,0,0,0,0,0,3,3,4,0,0,11,0,0,0,0,0,0,9,0,0,7,3,7,0,0,6,49,91,13,0,152,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,18,7,0,0,24,0,0,0,0,0,6,5,0,0,11,5,4,0,0,8,7,3,0,0,12,0,0,0,0,0,3,0,0,0,3,3,3,0,0,8,7,5,0,0,14,10,0,0,0,10,0,0,0,0,0,5,0,0,0,6,16,3,0,0,21,5,0,0,0,3,29,8,0,0,36
310031294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,28,0,0,46,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,27,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,6,3,0,0,8,0,0,0,0,0,16,0,0,0,16
310031295,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5
310041296,0,0,0,0,0,3,0,0,0,3,0,8,0,0,8,0,0,0,0,0,20,29,0,0,54,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,10,6,0,0,14,4,0,0,0,4,7,3,0,0,12,5,7,0,0,8,22,20,0,0,45,8,3,0,0,7,0,0,0,0,0,3,5,0,0,7,5,9,0,0,15,0,0,0,0,0,8,0,0,0,8,11,3,0,0,11,97,103,3,0,196,0,0,0,0,0,4,0,0,0,4,8,0,0,0,9,0,0,0,0,0,37,15,0,0,52,0,0,0,0,0,7,0,0,0,7,3,8,0,0,8,11,0,0,0,14,0,0,0,0,3,3,0,0,0,3,6,0,0,0,6,18,0,0,0,18,22,3,0,0,26,0,0,0,0,0,9,0,0,0,10,20,0,0,0,20,9,3,0,0,9,18,3,0,0,22
310041297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,16,0,0,25,0,3,0,0,3,0,3,3,0,5,0,3,0,0,9,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,8,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,0,0,0,5,0,0,5,4,0,0,0,4,35,54,3,0,90,0,0,0,0,0,0,0,0,0,0,8,3,0,0,8,0,0,0,0,0,23,9,0,0,36,0,0,0,0,0,12,5,0,0,20,0,7,0,0,7,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,13,19,0,0,0,20,0,0,0,0,0,3,3,0,0,5,24,3,0,0,28,4,0,0,0,4,16,3,0,0,22
310041298,0,0,0,0,0,0,0,0,0,0,3,28,31,0,66,0,0,0,0,0,5,3,10,0,17,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,14,9,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,6,30,59,50,0,140,0,0,0,0,0,0,0,0,0,0,9,4,0,0,16,0,0,0,0,0,3,0,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
310041299,0,0,0,0,0,0,0,0,0,0,4,3,3,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,5,12,0,0,12,0,6,0,0,6,13,3,3,0,13,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,0,0,7,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,3,9,0,0,10,0,0,0,0,0,4,0,0,0,5,0,4,0,0,4,40,53,8,0,99,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,15,3,0,0,19,4,0,0,0,4,4,3,0,0,6,0,3,0,0,4,12,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,13,7,3,0,0,10,3,0,0,0,3,5,0,0,0,9,16,0,0,0,17,0,0,0,0,0,7,3,0,0,11
310041300,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,7,6,4,0,15,0,3,0,0,6,6,4,0,0,11,0,0,0,0,0,0,8,0,0,8,0,6,0,0,5,3,3,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,4,4,3,0,12,0,0,0,0,0,3,3,0,0,8,0,10,0,0,9,31,61,4,0,98,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,19,3,0,0,23,0,0,0,0,0,3,6,0,0,9,3,3,0,0,10,6,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,4,0,0,14,10,0,0,0,13,0,0,0,0,0,5,0,0,3,10,32,0,0,0,32,3,3,0,0,3,14,10,0,0,18
310041301,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,14,20,0,0,32,0,0,0,0,0,0,3,0,0,7,0,3,0,0,3,5,3,0,0,12,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,6,0,0,0,11,5,5,0,0,8,0,0,0,0,0,0,3,0,0,4,3,4,0,0,11,0,0,0,0,0,3,4,0,0,9,5,0,0,0,6,51,64,0,0,122,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,34,12,0,0,42,0,0,0,0,3,9,6,0,0,17,3,6,0,0,4,12,0,0,0,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,4,0,0,25,13,3,0,0,17,0,0,0,0,0,3,0,0,0,3,46,0,0,3,48,0,0,0,0,0,14,0,0,0,19
310041303,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,5,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,8,14,0,0,20,0,0,0,0,0,3,3,0,0,6,4,3,0,0,11,30,43,8,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,26,0,0,0,0,0,3,0,0,0,7,4,0,0,0,3,4,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,0,0,15,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,24,0,0,0,30,0,0,0,0,4,15,8,0,0,16
310041304,3,4,0,0,6,3,0,0,0,4,4,4,0,0,6,0,0,0,0,0,13,22,0,0,34,0,0,0,0,3,3,8,9,0,18,3,7,7,0,17,8,6,0,0,14,0,0,0,0,0,7,3,0,0,9,7,5,3,0,16,11,10,0,0,17,4,4,0,0,11,0,0,0,0,0,4,4,0,0,6,14,21,0,0,30,3,4,0,0,3,3,6,0,0,14,6,3,0,0,12,89,116,18,4,225,17,11,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,40,4,0,0,0,4,10,3,0,0,20,3,5,0,0,13,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,3,0,0,14,29,4,0,0,31,14,3,0,0,15,0,0,0,0,0,10,0,0,0,14,53,6,0,0,56,3,0,0,0,3,29,3,0,0,31
311011305,8,28,5,0,39,0,0,0,0,0,8,17,4,0,32,0,0,0,0,0,18,43,4,0,62,5,3,3,0,10,10,25,6,0,36,0,12,0,0,15,18,20,0,0,36,5,0,0,0,5,3,4,0,0,5,6,7,0,0,13,14,16,0,0,40,5,9,0,0,13,0,0,0,0,0,7,3,0,0,13,3,9,0,0,19,5,0,0,0,9,4,11,0,3,16,3,3,0,0,8,111,220,24,4,363,103,29,0,0,132,0,0,0,0,0,11,3,0,0,19,0,0,0,0,0,33,11,0,0,49,5,0,0,0,5,9,11,0,0,22,10,9,0,0,16,12,3,0,0,9,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,22,9,0,3,29,24,3,0,0,33,0,0,0,0,0,13,9,0,0,20,33,6,0,3,43,16,5,0,0,22,34,9,0,0,47
311021306,0,0,0,0,0,0,0,0,0,0,0,37,4,0,39,0,5,0,0,5,17,26,9,0,50,0,9,0,0,10,7,38,7,0,50,0,17,0,0,20,4,9,0,0,15,0,0,0,0,0,5,16,0,0,23,0,16,3,0,15,5,23,4,0,37,4,7,3,0,14,0,0,0,0,0,3,0,3,0,6,16,20,0,0,37,0,0,0,0,0,5,16,0,0,21,14,22,4,0,30,88,259,29,0,376,0,0,0,0,0,0,0,0,0,0,11,9,0,0,19,0,0,0,0,0,36,14,0,0,53,0,0,0,0,0,13,10,0,0,27,11,10,0,0,21,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,6,3,0,0,10,21,19,0,0,40,18,8,0,0,27,0,0,0,0,4,8,5,0,0,13,24,9,0,0,32,4,0,0,0,8,31,19,0,0,48
311021307,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,0,0,12,0,0,0,0,0,4,4,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,32,3,3,65,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,22,3,0,0,28,0,0,0,0,0,9,0,0,0,11,0,7,0,0,6,10,5,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,16,0,0,0,16,12,0,0,0,13,0,0,0,0,0,3,3,0,0,4,15,4,0,0,15,3,0,0,0,3,10,5,0,0,19
311021308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,13,0,0,0,0,3,0,4,0,0,6,0,3,0,0,3,0,7,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,23,22,8,0,54,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,20,3,0,0,20,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16,22,0,0,0,26,0,0,0,0,0,5,0,0,0,4,10,0,0,0,10,0,0,0,0,0,13,0,0,0,13
311021309,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,24,31,0,0,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,4,0,3,13,0,0,0,0,0,3,0,0,0,3,0,4,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,10,0,0,0,10,0,0,0,0,0,4,0,0,0,4,18,0,0,0,17,0,0,0,0,0,6,0,0,0,8
311021310,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,15,24,0,0,39,0,0,0,0,0,3,3,0,0,3,0,6,0,0,9,3,3,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,3,11,0,0,13,5,5,0,0,8,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,42,57,4,3,111,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,7,0,0,36,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,3,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,7,3,0,0,12,17,4,0,0,19,0,0,0,0,0,5,0,0,3,5,9,0,0,0,8,3,0,0,0,3,17,3,0,0,17
