GCCSA_CODE_2016,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_Inad_des_M,Inad_des_Inad_des_F,Inad_des_Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
49799,0,0,0,0,13,0,13,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,64
49499,34,348,48,400,194,15,206,21,10,31,1565,156,1721,8,0,9,16,21,44,26,8,29,31,3,35,0,0,0,235,16,250,35,4,39,0,0,0,355,52,406,0,0,3,24,48,68,34,16,52,19,11,31,81,75,153,0,3,3,31,10,39,72,49,125,106,60,165,13,3,13,434,522,960,103,15,121,552,541,1096,4,0,4,280,344,620,1975,1616,3595,2260,1963,4221,3,3,3,154,170,328,57,8,66,406,58,466,624,244,864,24,45,63,201,375,578,79,60,143,253,249,500,563,727,1283,21,63,78,37,112,149,211,480,696,160,786,945,252,1076,1332,681,2518,3203,21,9,30,10,3,15,123,70,191,142,56,195,4,13,20,304,145,454,0,0,0,646,27,673,272,377,656,0,40,45,928,445,1372,802,285,1086,269,168,436,25145,9160,34306
3RQLD,1842,3194,2264,5452,3923,1322,5244,1456,520,1974,32470,10727,43203,142,97,237,703,972,1678,1061,762,1825,872,931,1798,24,20,49,1960,984,2942,408,198,607,63,325,382,5232,4282,9517,231,272,502,2548,5809,8356,1296,1861,3165,2980,3234,6216,7059,11187,18242,54,67,122,2725,1447,4176,6228,9631,15857,9011,11146,20159,105,92,198,17765,21953,39722,3701,1291,4988,21576,23335,44915,14,81,98,5793,10281,16072,7621,7674,15294,13426,18029,31460,93,105,197,17845,19282,37122,6435,1321,7758,9783,4348,14130,34152,25054,59206,630,1322,1953,14006,52474,66473,5745,9173,14916,2332,4486,6819,22702,67453,90160,344,1552,1892,9389,33735,43117,9083,26524,35607,3167,19040,22200,4595,22395,26994,26574,103237,129813,137,173,307,1290,1096,2385,890,999,1889,5050,5039,10091,1149,1102,2259,8519,8409,16930,24,10,38,15697,3520,19213,5259,15135,20393,13,118,128,20993,18780,39769,19351,10924,30280,6328,5121,11453,497069,489766,986831
3GBRI,496,4985,2579,7559,6008,2295,8303,4219,1302,5521,43847,14984,58833,182,107,286,1109,1177,2287,1017,800,1814,824,652,1474,52,38,86,4330,2007,6335,1126,477,1607,204,628,830,8836,5878,14716,328,335,664,5653,7427,13080,4900,6799,11698,5243,4680,9922,16122,19237,35362,46,50,102,2654,1167,3821,7848,9889,17740,10544,11112,21654,297,147,449,33151,32923,66074,13084,4582,17667,46536,37660,84192,19,63,86,7454,11129,18583,7767,6777,14543,15240,17967,33211,119,149,264,20644,27982,48625,7317,1700,9022,12697,6702,19400,40777,36532,77311,877,1462,2343,13804,49406,63202,10807,14747,25557,2766,5170,7935,28257,70780,99039,402,1436,1838,12184,37830,50007,10396,28087,38483,3466,16999,20461,5218,25664,30886,31669,110012,141677,139,129,272,682,660,1338,1438,1588,3025,3985,3984,7972,1656,1201,2858,7906,7559,15468,25,13,44,13104,2561,15662,7224,16153,23377,9,305,313,20368,19030,39401,21104,11416,32522,6536,4822,11351,532039,512876,1044909
39799,9,0,0,0,16,0,18,0,0,0,58,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,10,3,19,3,0,3,6,0,6,19,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,10,0,8,3,0,3,175,26,202
39499,148,588,141,729,520,68,591,104,18,121,4817,756,5575,27,5,28,26,27,53,104,37,145,75,14,92,0,3,7,592,42,632,84,10,98,0,26,24,913,165,1081,15,8,21,118,152,267,83,57,139,146,55,201,358,268,627,0,3,3,246,33,286,262,185,451,512,222,740,11,8,19,1619,1458,3085,390,88,480,2024,1556,3578,4,10,12,930,656,1585,4821,4205,9026,5753,4869,10620,17,11,26,532,328,860,193,43,242,1261,224,1484,2008,605,2612,89,111,198,415,1218,1634,247,175,424,587,652,1245,1339,2161,3499,51,133,182,102,334,433,499,979,1484,125,1113,1235,514,2063,2578,1288,4622,5906,25,26,46,48,15,64,446,232,678,393,144,540,39,20,63,958,432,1389,3,0,3,2072,126,2200,655,1283,1934,0,72,71,2728,1482,4212,3067,1050,4121,824,620,1444,74867,24053,98920
2RVIC,563,2201,1441,3641,1198,413,1611,1106,321,1424,15635,4540,20178,63,39,100,674,752,1423,360,294,654,326,245,568,12,4,15,1042,571,1611,252,122,371,89,443,528,2810,2469,5281,73,66,138,2095,3910,6004,767,1477,2245,1186,1240,2432,4131,6694,10824,16,40,54,910,462,1378,1962,3115,5077,2886,3623,6508,65,37,100,8898,11015,19914,2246,694,2938,11212,11741,22957,11,41,49,2122,3947,6069,3827,3720,7540,5959,7701,13660,35,45,78,8369,12933,21299,2644,772,3411,6125,2641,8763,17173,16382,33558,350,715,1066,9018,28154,37181,3274,5036,8309,1342,2554,3894,13987,36458,50451,220,1212,1436,4946,24587,29532,5358,15865,21217,1788,12303,14094,3016,13676,16695,15320,67650,82973,96,70,172,902,819,1718,555,626,1188,2750,2678,5429,430,404,837,4731,4600,9333,12,6,22,8568,1548,10111,2687,7637,10328,4,68,73,11273,9261,20532,9758,5103,14867,3987,3077,7067,278403,277953,556360
2GMEL,915,11912,5361,17275,10281,4420,14699,8875,3048,11918,77479,25051,102534,650,471,1119,3077,3535,6614,3629,2723,6354,2167,1676,3846,207,198,397,14494,6283,20777,3144,1228,4368,490,1194,1682,27856,17296,45157,1179,871,2051,23046,22160,45203,10224,11493,21715,14948,11010,25956,49391,45533,94928,90,134,226,4174,2077,6255,13825,15613,29438,18087,17833,35915,785,513,1295,70737,70890,141630,34929,11356,46284,106457,82749,189212,58,125,183,16583,22807,39389,16076,11735,27813,32721,34676,67396,191,192,385,26575,40610,67187,5058,1746,6804,22485,10183,32670,54310,52732,107042,1615,2967,4575,24928,81788,106710,21401,28497,49896,7134,13156,20289,55080,126402,181477,848,3023,3867,17651,64895,82543,19778,54030,73805,7282,31220,38506,8397,43702,52100,53958,196863,250824,413,381,797,1800,2056,3860,3643,3741,7387,11167,9857,21022,5073,3083,8159,22101,19127,41226,65,30,97,25334,4644,29977,13993,28812,42807,28,666,697,39423,34156,73573,46712,26680,73396,15370,11410,26781,1066778,988003,2054783
29799,0,0,0,0,3,0,3,0,0,0,17,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,12,0,12,0,4,4,145,12,155
29499,68,904,173,1077,602,50,652,152,31,184,6246,664,6910,46,12,62,52,49,107,279,75,356,115,20,134,0,0,0,798,46,839,129,16,145,3,22,30,1424,249,1668,8,11,19,176,203,383,111,75,184,115,63,171,409,350,759,0,4,4,141,29,167,272,163,434,412,195,603,29,13,36,2003,1968,3968,720,116,838,2750,2098,4844,0,5,5,1008,928,1934,6135,4221,10351,7143,5156,12298,12,4,13,577,1398,1976,102,19,113,1139,221,1357,1824,1643,3462,95,115,217,588,1207,1798,233,233,466,828,985,1814,1747,2546,4290,68,210,273,163,431,600,662,1679,2337,246,1134,1375,545,2536,3087,1685,5984,7669,46,19,69,29,23,54,518,312,828,602,235,837,76,52,126,1268,646,1915,3,0,3,1932,65,2000,764,1220,1984,9,141,145,2702,1426,4134,3455,1238,4691,1314,840,2149,90534,28505,119037
1RNSW,483,3985,2384,6367,2385,545,2926,1353,493,1851,29884,8217,38105,112,65,178,680,1052,1730,730,579,1304,670,540,1213,20,12,30,1804,860,2660,378,168,548,69,359,427,4449,3641,8091,144,180,322,3127,7016,10144,1519,3637,5158,2116,2459,4573,6908,13292,20195,43,30,75,2044,856,2898,4286,7140,11421,6371,8023,14392,106,61,165,17244,21479,38727,3818,1188,5006,21172,22721,43896,26,53,80,4535,8914,13451,7318,7709,15029,11877,16676,28551,107,108,217,20146,22231,42378,6468,1806,8270,10706,4790,15498,37436,28936,66375,541,999,1543,14971,50754,65727,7364,11482,18850,2386,4742,7128,25261,67981,93244,547,2509,3051,8876,33165,42042,9754,29560,39315,4756,26564,31322,6977,28488,35462,30916,120276,151193,119,129,245,1076,834,1913,999,1062,2056,4078,3590,7667,260,229,490,6524,5853,12373,39,7,43,17106,3279,20390,5080,14354,19432,9,161,165,22233,17801,40028,17371,8912,26283,6755,5309,12063,501189,497415,998604
1GSYD,1326,11722,4380,16099,10073,4107,14181,9377,3435,12811,82719,27685,110403,1008,873,1880,4898,6230,11128,4433,3377,7808,5967,5078,11051,655,696,1351,14872,6105,20976,5127,2045,7172,461,957,1416,37423,25362,62793,2240,1510,3750,39095,34757,73849,12937,15512,28448,23092,16717,39813,77358,68497,145853,113,124,236,4590,2337,6930,18184,18663,36848,22889,21128,44012,936,597,1534,81399,82721,164124,42203,15029,57233,124537,98346,222884,61,120,179,18175,25856,44028,16417,12589,29007,34653,38569,73223,270,303,579,34960,42979,77942,9201,2398,11603,25371,11352,36721,69805,57031,126839,1592,2843,4435,25259,85624,110881,19482,26008,45487,7399,13089,20488,53727,127570,181297,947,3276,4220,19527,59055,78583,21572,56180,77750,7929,31225,39161,11075,48246,59320,61052,197986,259039,408,420,830,1660,2069,3727,4273,4187,8458,9411,8185,17596,3766,2338,6107,19515,17199,36713,52,36,90,25040,5131,30171,16382,30654,47037,24,916,938,41496,36743,78235,50046,30792,80835,17847,13109,30958,1157307,1058826,2216135
19799,4,0,0,0,0,0,0,0,0,0,18,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,6,0,0,0,4,0,7,0,0,0,3,0,5,8,0,7,0,0,0,16,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,78,9,90
19499,71,1148,185,1336,948,41,992,190,42,233,8835,934,9766,58,16,69,77,77,157,343,97,435,161,50,209,4,0,4,1007,64,1070,168,16,178,8,21,26,1820,335,2158,32,19,46,330,269,600,139,105,243,164,89,255,664,478,1141,8,0,6,208,40,246,415,230,640,629,273,900,23,12,35,2381,2004,4391,822,169,993,3229,2190,5415,3,8,13,1161,824,1989,7583,5454,13042,8754,6290,15042,19,8,29,697,551,1252,285,71,353,1480,270,1750,2477,903,3382,94,113,211,777,1783,2556,289,263,548,1203,1231,2435,2357,3386,5749,80,226,300,174,390,564,652,1490,2144,319,2042,2363,748,3629,4379,1968,7781,9751,43,30,71,63,24,85,760,416,1180,675,241,916,116,56,174,1652,767,2422,8,5,16,2595,96,2693,1099,1631,2726,0,137,141,3703,1872,5577,4251,1447,5703,1610,961,2573,109237,34124,143362
